Sim,Dose,Rate
247,800,0.7460837614188051
248,10,4.600077084893559e-4
248,25,0.11182900751154232
248,50,0.15323963401242918
248,100,0.17681637178782073
248,200,0.2255693943093201
248,400,0.2317358021333208
248,800,0.24818453700832932
249,10,0.005251056776303335
249,25,0.04015271181741156
249,50,0.09594602951348227
249,100,0.11362502493068638
249,200,0.15688648661224996
249,400,0.18623854563089826
249,800,0.22796275916360062
250,10,0.0019100230398365497
250,25,0.03227041585458658
250,50,0.05069858166888836
250,100,0.10113216990737584
250,200,0.11305643716619798
250,400,0.25542202730936236
250,800,0.5198428192636693
251,10,0.011058643487189516
251,25,0.10029594846639446
251,50,0.10676537760841802
251,100,0.11809947711104547
251,200,0.165401883196725
251,400,0.235164541460261
251,800,0.5075274253559076
252,10,0.05361677248222006
252,25,0.08152677098361424
252,50,0.11428611805157679
252,100,0.22335284388350846
252,200,0.237146369551169
252,400,0.2467043596297141
252,800,0.31564405764339476
253,10,5.032417601610306e-4
253,25,0.07091790617404332
253,50,0.11203365141274005
253,100,0.1457482170390546
253,200,0.15689488071483537
253,400,0.2121525302799001
253,800,0.270616478846455
254,10,0.07064803846234756
254,25,0.0871232387265902
254,50,0.2973702136133843
254,100,0.42383002750238413
254,200,0.46832030731227847
254,400,0.4921390033171793
254,800,0.8381731241499658
255,10,0.25991167138092486
255,25,0.31712229055364893
255,50,0.3573168623330335
255,100,0.5395368670176978
255,200,0.7614427674917765
255,400,0.8431535795818093
255,800,0.8621782398566591
256,10,0.2244573698416047
256,25,0.4473242581510755
256,50,0.4823771041232855
256,100,0.5192213435201065
256,200,0.5536910700106868
256,400,0.7036765307742833
256,800,0.7853349151065417
257,10,0.23174305796498593
257,25,0.36081580591236395
257,50,0.5870447472804343
257,100,0.6919076160594416
257,200,0.6997600406560261
257,400,0.7166419338987207
257,800,0.7482996918986123
258,10,0.0076496936435804805
258,25,0.0739104874052554
258,50,0.19385251081029328
258,100,0.19905352981349106
258,200,0.22886111161230555
258,400,0.23113167753841107
258,800,0.6133794503075406
259,10,0.07805395641757745
259,25,0.08380955089209188
259,50,0.09323067221115773
259,100,0.2693446229762643
259,200,0.33719921714332574
259,400,0.6311697545621923
259,800,0.8853469530648164
260,10,0.02380200680106005
260,25,0.028131418709933954
260,50,0.09251378848082767
260,100,0.0948594738282742
260,200,0.20648167929648803
260,400,0.24646042255111006
260,800,0.5414688323337381
261,10,0.12583215583966711
261,25,0.14040722791058258
261,50,0.30485864138222024
261,100,0.3301672375820492
261,200,0.4119646501776656
261,400,0.7222775236514403
261,800,0.8748967696100202
262,10,0.04049458303203202
262,25,0.05975853659269337
262,50,0.07115476571313427
262,100,0.07746345954532562
262,200,0.15721745251856367
262,400,0.18111150355017405
262,800,0.6745522137382606
263,10,0.013893796067316905
263,25,0.07544436088055047
263,50,0.1176244900401369
263,100,0.21928368887853464
263,200,0.2683507861533424
263,400,0.6877841894568743
263,800,0.7233770517215237
264,10,0.01535789042379562
264,25,0.1243995176710916
264,50,0.19993760703759525
264,100,0.6025476205000423
264,200,0.6045271641996292
264,400,0.7157508554457374
264,800,0.7576641820147493
265,10,0.12112625167550439
265,25,0.16201847030682093
265,50,0.1662434015983728
265,100,0.2298150549754218
265,200,0.42360134857525433
265,400,0.7211438497009341
265,800,0.7323696487960588
266,10,9.097896690180223e-4
266,25,0.11235126195612621
266,50,0.14459729087297918
266,100,0.1479287065412319
266,200,0.34847952019443246
266,400,0.6426650251080377
266,800,0.7508414190486381
267,10,0.010567547723913568
267,25,0.09797305462998689
267,50,0.13870697590203163
267,100,0.190112684204022
267,200,0.2758125218301135
267,400,0.39674558437563046
267,800,0.46993301683571814
268,10,0.08013185422371233
268,25,0.1725371097626202
268,50,0.28141214205488807
268,100,0.41872227169461157
268,200,0.4710481941275121
268,400,0.5218650430617421
268,800,0.5316684325998102
269,10,0.08603835318457782
269,25,0.15371193362172822
269,50,0.2585233079042774
269,100,0.46647165459339685
269,200,0.6232228599551253
269,400,0.699325822457085
269,800,0.853860799613203
270,10,0.01839210444039035
270,25,0.04178715940446266
270,50,0.054754538633884915
270,100,0.08104430497738459
270,200,0.13834763303823117
270,400,0.18044770230567753
270,800,0.19846181581834002
271,10,0.18623116222514025
271,25,0.2602330160534736
271,50,0.26651151720545424
271,100,0.2665321364702496
271,200,0.3835925201990545
271,400,0.401095182665698
271,800,0.4687217520694367
272,10,0.04068841596065905
272,25,0.10173988947270356
272,50,0.42281607621010137
272,100,0.5213989793266428
272,200,0.5962284883602317
272,400,0.6908613206694393
272,800,0.9629528287538629
273,10,0.06456551455389256
273,25,0.08077677729029582
273,50,0.12332728331224976
273,100,0.1507191364423198
273,200,0.165009959986469
273,400,0.21192233781197078
273,800,0.3100213924456086
274,10,0.038913382808551535
274,25,0.3467757834766967
274,50,0.3487539239307583
274,100,0.36866480225701415
274,200,0.37581529207222447
274,400,0.5341662529039322
274,800,0.6057071042998742
275,10,0.0016722432412167008
275,25,0.10466507765941108
275,50,0.16997557565921723
275,100,0.2223294753945561
275,200,0.24399208212255366
275,400,0.38247617227114794
275,800,0.785081838968568
276,10,0.03394803778113404
276,25,0.052655686405096734
276,50,0.11131353769069918
276,100,0.16115675864986162
276,200,0.22292041768705423
276,400,0.2698740087825316
276,800,0.2881403314236852
277,10,0.3845572982708233
277,25,0.5478449280258172
277,50,0.606328188880841
277,100,0.6407745431375182
277,200,0.8693784305356027
277,400,0.8748513420450558
277,800,0.8935041006679757
278,10,0.005070334156533187
278,25,0.029796499822950333
278,50,0.08576248096116729
278,100,0.191564244587119
278,200,0.23759774944313428
278,400,0.5540987925595107
278,800,0.8142592740602459
279,10,0.02049749263974628
279,25,0.05880075925053537
279,50,0.15273161326968368
279,100,0.20799309414574774
279,200,0.21488079533052645
279,400,0.4222329033959167
279,800,0.4501574924801265
280,10,0.00514413366120861
280,25,0.012563109142560314
280,50,0.018859777961401536
280,100,0.09127393182710623
280,200,0.12505502202137478
280,400,0.2236209554513701
280,800,0.2528881250373107
281,10,0.5294689822199875
281,25,0.539107643031584
281,50,0.5996912216758455
281,100,0.6011230505077865
281,200,0.6283147832174877
281,400,0.8113907406974168
281,800,0.8782886298036274
282,10,0.002981526450762801
282,25,0.03809010536048277
282,50,0.34443542844700087
282,100,0.41016901347396634
282,200,0.5407039688333264
282,400,0.7316423590068836
282,800,0.7987404622615175
283,10,0.10876584042929668
283,25,0.32440659621370305
283,50,0.45369518704266376
283,100,0.4560448038716556
283,200,0.47070847412910083
283,400,0.9018026905677216
283,800,0.9659254397721168
284,10,0.2397339335552536
284,25,0.24234269715755968
284,50,0.3139452233741837
284,100,0.4374592948074211
284,200,0.47857604860800473
284,400,0.7708285423084763
284,800,0.8646220635938563
285,10,0.1348447038613697
285,25,0.20321207629419985
285,50,0.364340380286005
285,100,0.4292642005713623
285,200,0.4466932929625861
285,400,0.48141663572654425
285,800,0.7167572922782074
286,10,0.006886844521018754
286,25,0.11124190610054906
286,50,0.2083542145602412
286,100,0.21469335082870247
286,200,0.2447909256293366
286,400,0.4557243294522595
286,800,0.5031680405877216
287,10,0.032747080105664746
287,25,0.11113305781457876
287,50,0.16091864175794743
287,100,0.17597966772266146
287,200,0.36183904872108014
287,400,0.453938773784
287,800,0.46771374237727065
288,10,0.08920929030499351
288,25,0.25798400925800524
288,50,0.3058758325346602
288,100,0.40042048836974536
288,200,0.5744543037028345
288,400,0.7352091819671678
288,800,0.7633279916354073
289,10,0.036581098299520366
289,25,0.042273601704212294
289,50,0.06874809303885203
289,100,0.1270490873591542
289,200,0.12952386210816175
289,400,0.46730205878880343
289,800,0.7170104849328414
290,10,0.3188373711680793
290,25,0.4246806797306391
290,50,0.46294458754817663
290,100,0.46527777102311113
290,200,0.8340124456539599
290,400,0.8495751915626822
290,800,0.8716301820478669
291,10,0.12039472385584152
291,25,0.1822453981046368
291,50,0.20403841236145315
291,100,0.24007023802936228
291,200,0.2420963406264527
291,400,0.3295979238648483
291,800,0.4236859641684251
292,10,0.13070702857874836
292,25,0.1993979083367929
292,50,0.29696709457157094
292,100,0.4113687454546252
292,200,0.48544035998984636
292,400,0.5543810641582538
292,800,0.6807490864989562
293,10,0.037453915881952
293,25,0.5621316073910847
293,50,0.6927187800475012
293,100,0.695499866952751
293,200,0.7152962273414636
293,400,0.8035172999338533
293,800,0.8168129957769655
294,10,0.006238954871450088
294,25,0.07651490053595186
294,50,0.09400788331701936
294,100,0.10217263937499284
294,200,0.33338251961417636
294,400,0.7115979419749243
294,800,0.7309879468607157
295,10,0.04600562460790936
295,25,0.05144285090867184
295,50,0.056608932862131485
295,100,0.4459902716300406
295,200,0.4569102640168928
295,400,0.5889969240033511
295,800,0.8392230968777276
296,10,0.02588658309116804
296,25,0.030053801895879285
296,50,0.12988424492021527
296,100,0.14434449757263965
296,200,0.19218256610406456
296,400,0.2514616222448052
296,800,0.2666264683070922
297,10,0.03709984681976391
297,25,0.0449168087004243
297,50,0.16230657416526828
297,100,0.19014214497545023
297,200,0.30779530005520644
297,400,0.6050174700821122
297,800,0.6140944950895487
298,10,0.03941675817000027
298,25,0.07266345591621401
298,50,0.14385517268592615
298,100,0.16657596550013778
298,200,0.21803206807985995
298,400,0.28341736118055555
298,800,0.31232197989477256
299,10,0.09324297860820947
299,25,0.13674414522872172
299,50,0.17157411020440302
299,100,0.215706598659276
299,200,0.2578538649005294
299,400,0.4916782817549086
299,800,0.7387215749659738
300,10,0.00913080469061402
300,25,0.07110040920599399
300,50,0.07502335606074513
300,100,0.11554990620990725
300,200,0.13080012551043774
300,400,0.21011656376547924
300,800,0.248230034025985
301,10,0.0673893590637544
301,25,0.0940266692791831
301,50,0.11802226267098526
301,100,0.5221700508285779
301,200,0.5478694066704376
301,400,0.7351944148642559
301,800,0.7811211260766957
302,10,0.007824368751008873
302,25,0.06265970639771909
302,50,0.0871556938144369
302,100,0.15288200716769668
302,200,0.20417656924872352
302,400,0.2047980356836872
302,800,0.29258409605438684
303,10,0.019451216865721845
303,25,0.11833300102003423
303,50,0.19184234582253942
303,100,0.20374862177820904
303,200,0.2211298856896146
303,400,0.24984066884638087
303,800,0.2964137627991007
304,10,0.009933634516654615
304,25,0.03354502777152184
304,50,0.1404842085359806
304,100,0.17331133662764855
304,200,0.22441740104476057
304,400,0.2309160836842413
304,800,0.35462434621254973
305,10,0.005866681456865211
305,25,0.03683208147627005
305,50,0.08335938825074511
305,100,0.11107880183340091
305,200,0.18071850234314737
305,400,0.21175917819240545
305,800,0.512577248414484
306,10,0.024644928546008735
306,25,0.18903082722806644
306,50,0.18944167110670002
306,100,0.1966773323720203
306,200,0.2780399866577334
306,400,0.40855138710413536
306,800,0.9409353537159691
307,10,0.17878220230532363
307,25,0.24561291794084908
307,50,0.32182158677004574
307,100,0.5924728696581986
307,200,0.7426874779000591
307,400,0.9051000610173197
307,800,0.9112916454666862
308,10,0.012939888317669276
308,25,0.025205901264335778
308,50,0.3186930345772473
308,100,0.40627857150202845
308,200,0.4473732754317389
308,400,0.593518548435422
308,800,0.690738010136247
309,10,0.0762913233850804
309,25,0.12402777466082059
309,50,0.21194085282827604
309,100,0.2543064321170931
309,200,0.26099111764781785
309,400,0.26566343541777493
309,800,0.3301665273316034
310,10,0.037218014753928115
310,25,0.33314739245246267
310,50,0.4650889053046141
310,100,0.6731677914044911
310,200,0.7102758221967436
310,400,0.7762444527443291
310,800,0.8975321845324841
311,10,0.00904226671028752
311,25,0.0491664471870844
311,50,0.10056059342523413
311,100,0.14267222257706805
311,200,0.14540526334656315
311,400,0.15518438613594826
311,800,0.2681585728662849
312,10,0.018821409876298146
312,25,0.02646743272347778
312,50,0.08547866709818071
312,100,0.10345122349398678
312,200,0.2414098142427511
312,400,0.28289098000355245
312,800,0.3588079345152805
313,10,0.00399941530282127
313,25,0.0728771185498405
313,50,0.0851745775110366
313,100,0.09506795451812619
313,200,0.23158461285381673
313,400,0.26370501911955396
313,800,0.9098902455339598
314,10,0.21193243732698896
314,25,0.22426573649150022
314,50,0.25965033017823386
314,100,0.43682559832248163
314,200,0.4734139815548527
314,400,0.48174375018503923
314,800,0.7052936707886263
315,10,0.025636915788685745
315,25,0.18830535479197333
315,50,0.23644523548917482
315,100,0.32023465835326376
315,200,0.3315198028774799
315,400,0.405280977319953
315,800,0.4730572304668614
316,10,0.024052823807753372
316,25,0.13885285500611236
316,50,0.17419679797371393
316,100,0.24626971901515393
316,200,0.6262248668905446
316,400,0.6981317189455599
316,800,0.7288231825282648
317,10,0.17884575650591625
317,25,0.3019583847211162
317,50,0.36846867539101785
317,100,0.5092102324394424
317,200,0.5292516875747836
317,400,0.5532542052682149
317,800,0.5730590864792506
318,10,0.03674774132815695
318,25,0.07060519941060671
318,50,0.12184576426807232
318,100,0.18034416354545899
318,200,0.31766263190127503
318,400,0.3760771507593536
318,800,0.43364804799222095
319,10,0.08710313476352356
319,25,0.17622509492977642
319,50,0.1952986901127996
319,100,0.26830021821320305
319,200,0.39308948044768044
319,400,0.4716677097833241
319,800,0.5841121707245062
320,10,0.003747258152136939
320,25,0.025608376436578723
320,50,0.04618514031062222
320,100,0.0693003315463457
320,200,0.14537671995018417
320,400,0.19186994202986743
320,800,0.27349920444134135
321,10,0.14052901485923525
321,25,0.15076095496262767
321,50,0.16187377698017036
321,100,0.3875992562811002
321,200,0.5554063376643897
321,400,0.7109320595584779
321,800,0.9145238763941393
322,10,0.29558845776960857
322,25,0.36339630130755224
322,50,0.5181984262189311
322,100,0.758133745942669
322,200,0.8010407097933109
322,400,0.8501619941941811
322,800,0.8910795759142015
323,10,0.24116903205979254
323,25,0.2982027822249041
323,50,0.38778679059553145
323,100,0.4385464188398314
323,200,0.5761815158518162
323,400,0.712200228631392
323,800,0.804638595762899
324,10,7.313072907626924e-4
324,25,0.181102087112074
324,50,0.20413635831389973
324,100,0.3022148991253751
324,200,0.32609965123956514
324,400,0.5849206138813461
324,800,0.8703301137419456
325,10,0.0462949098721009
325,25,0.1396910839868651
325,50,0.16590047900733948
325,100,0.16750599534623958
325,200,0.16859989295326833
325,400,0.250047963935654
325,800,0.7016679059306479
326,10,0.005030218269337026
326,25,0.09430923584076108
326,50,0.11142934166966396
326,100,0.18478063433516786
326,200,0.4283197181154247
326,400,0.45654667210511934
326,800,0.6408328648662835
327,10,0.1959040704725327
327,25,0.4050569868377746
327,50,0.47598132326590104
327,100,0.6406427244161953
327,200,0.6652545449614217
327,400,0.8592093652925842
327,800,0.8684079772261063
328,10,0.1524563690566883
328,25,0.3657108982146563
328,50,0.49014759916931183
328,100,0.7248251441546666
328,200,0.7444820688598993
328,400,0.8063531794711052
328,800,0.8708924174641035
329,10,0.1647709010439663
329,25,0.19401126972762858
329,50,0.2000192136033905
329,100,0.41046119492145067
329,200,0.4239305029486671
329,400,0.5074716459472058
329,800,0.5461307069277501
330,10,0.1024743707365723
330,25,0.1503686333789615
330,50,0.15381456182568895
330,100,0.1880299232914461
330,200,0.20285696364611133
330,400,0.2560420370113681
330,800,0.3327125970386962
331,10,0.014098987816605823
331,25,0.033348515892735575
331,50,0.2923023957578403
331,100,0.3281016724900773
331,200,0.3327210124463036
331,400,0.4983180208217463
331,800,0.7765756048494723
332,10,0.03192864008723204
332,25,0.06644502771334458
332,50,0.17958821669374683
332,100,0.5014170883060869
332,200,0.6312970817052461
332,400,0.6371131314233676
332,800,0.9062994616773278
333,10,0.20409176161801504
333,25,0.48069350338895156
333,50,0.4943237910631834
333,100,0.5331133639921866
333,200,0.5642987909566288
333,400,0.640783728753606
333,800,0.837509033348864
334,10,0.005956339942728309
334,25,0.007706965899411109
334,50,0.08612115518070354
334,100,0.14855410425704962
334,200,0.45689033094113013
334,400,0.4671338327334445
334,800,0.5309015187014327
335,10,0.06280571099249523
335,25,0.06961083794163753
335,50,0.11778118072502254
335,100,0.26168984667475204
335,200,0.3237463590659622
335,400,0.5799141684240116
335,800,0.7855834790299958
336,10,0.12082019939240099
336,25,0.14740222256082916
336,50,0.14756868233820675
336,100,0.1491604164101862
336,200,0.17091518207333065
336,400,0.1811357938728046
336,800,0.18188141585284345
337,10,0.05346087765682664
337,25,0.11365769274828129
337,50,0.1234438915918065
337,100,0.39305596452810376
337,200,0.39574419125903953
337,400,0.4776917795255967
337,800,0.6526181593816891
338,10,0.08422501641444663
338,25,0.08775856612623606
338,50,0.446032872063368
338,100,0.4664009709363425
338,200,0.5051663427492231
338,400,0.5171704002694545
338,800,0.73790287463635
339,10,0.005336795032645085
339,25,0.06026144708596825
339,50,0.09437672609516368
339,100,0.13568642798939815
339,200,0.22513705585520796
339,400,0.2324067486744607
339,800,0.24249077663339869
340,10,0.07360663429842693
340,25,0.12106186320411554
340,50,0.14169015167847493
340,100,0.21785753414495387
340,200,0.2503497301804199
340,400,0.28567454989986985
340,800,0.2944803365468106
341,10,0.26910364647735485
341,25,0.5225784804261474
341,50,0.5842528783318198
341,100,0.6022165830033713
341,200,0.6834408465605976
341,400,0.784245631766518
341,800,0.8568218137740997
342,10,0.02979765198929348
342,25,0.29557395090408944
342,50,0.40173021830513006
342,100,0.45585184771791215
342,200,0.6050139727746068
342,400,0.6987539432771471
342,800,0.9246099944370182
343,10,0.02813737481910014
343,25,0.05486043159940065
343,50,0.09983881479685204
343,100,0.12307492210586518
343,200,0.20337654469186697
343,400,0.48544171436229383
343,800,0.5273911272898616
344,10,0.001433752446541313
344,25,0.05685888033329421
344,50,0.13648821449153828
344,100,0.18654474741967636
344,200,0.22569140821771758
344,400,0.36038055086135545
344,800,0.4892982893366154
345,10,0.23156413066523682
345,25,0.5266840380583137
345,50,0.6681875878690594
345,100,0.7277340721601533
345,200,0.7662544828234348
345,400,0.8508667794875835
345,800,0.8907359711414088
346,10,0.05444036589056954
346,25,0.2415697951771055
346,50,0.25105363686912563
346,100,0.25908815295482823
346,200,0.31099017739662477
346,400,0.33590275927413826
346,800,0.38978539230489123
347,10,0.14899911739714336
347,25,0.22157240792917685
347,50,0.24816456409809048
347,100,0.47236873478124053
347,200,0.5167932440708638
347,400,0.6915092453372121
347,800,0.7767914570134156
348,10,0.021139182829016574
348,25,0.05283635276500026
348,50,0.10147509235230198
348,100,0.12082323534481688
348,200,0.12880162968098047
348,400,0.169714596804461
348,800,0.4592952632101669
349,10,0.061179524733344065
349,25,0.10975207924656855
349,50,0.13958345980171388
349,100,0.22760701664537186
349,200,0.47606606457534756
349,400,0.8076348472420066
349,800,0.845909193578502
350,10,0.14401290724808413
350,25,0.42968800951604746
350,50,0.6718197149988667
350,100,0.7203616212784728
350,200,0.7403314829546759
350,400,0.8722815269226942
350,800,0.9232695875363814
351,10,0.004392631087166567
351,25,0.053618886039404665
351,50,0.0928861435643049
351,100,0.26652498796688373
351,200,0.36198744650572995
351,400,0.41482658526502314
351,800,0.42750747782795784
352,10,0.5495278081601657
352,25,0.5996665781054076
352,50,0.6009705502075964
352,100,0.6363974360682995
352,200,0.74540144634454375
352,400,0.7978418090026002
352,800,0.8929371769765877
353,10,0.23264775472484486
353,25,0.3011764364202776
353,50,0.3517855748021528
353,100,0.4850153161501408
353,200,0.6897462416617277
353,400,0.8547088850844093
353,800,0.9636580785766781
354,10,0.06695572757922151
354,25,0.2439164361085652
354,50,0.2686134143837465
354,100,0.3718423185357221
354,200,0.5564579004786478
354,400,0.7970964777042022
354,800,0.8082411159418119
355,10,0.05714010825172529
355,25,0.06430825732226163
355,50,0.10004685635084284
355,100,0.12115391778880309
355,200,0.17772228457293657
355,400,0.21705385491413484
355,800,0.2207681708773754
356,10,0.029119586251795258
356,25,0.04245691000731413
356,50,0.1487574017853778
356,100,0.15084253931369163
356,200,0.15975703492599794
356,400,0.24139487910418198
356,800,0.3140095744714445
357,10,0.18074478084355328
357,25,0.273606459766527
357,50,0.3013542099394644
357,100,0.3308999690421061
357,200,0.7280223796592428
357,400,0.7581966239592421
357,800,0.8162573072511758
358,10,0.029980983189864235
358,25,0.08412158918749311
358,50,0.1665926710680209
358,100,0.48973977572635385
358,200,0.8716047228233472
358,400,0.8869572425643714
358,800,0.8880674364827068
359,10,0.3875832085020429
359,25,0.5131520151396474
359,50,0.6233117250512464
359,100,0.6542408788912462
359,200,0.6995162094526293
359,400,0.7575272616257371
359,800,0.8235511178099832
360,10,0.09150719136074129
360,25,0.0970928921313695
360,50,0.13735004350370905
360,100,0.23260119013898609
360,200,0.34625382823503453
360,400,0.4835541650713465
360,800,0.5567706394239533
361,10,0.3245634490539243
361,25,0.5333750755123761
361,50,0.6306592463167373
361,100,0.6418963950666713
361,200,0.7459574009293227
361,400,0.7563841606767894
361,800,0.7661199559915491
362,10,0.036793655940832795
362,25,0.11139900261359129
362,50,0.29396183785738905
362,100,0.29656166220800134
362,200,0.44306375424593136
362,400,0.7016684294675604
362,800,0.7222311500724334
363,10,0.04254503086233928
363,25,0.12347968237846756
363,50,0.16411917223338437
363,100,0.16541698606478306
363,200,0.16999418140232472
363,400,0.21680548556418675
363,800,0.25509709249259993
364,10,0.04115951150074799
364,25,0.07498500648183569
364,50,0.15273108014002754
364,100,0.1808254376770273
364,200,0.20396259869900532
364,400,0.2579950854652983
364,800,0.2668074448563333
365,10,0.21768085959194702
365,25,0.24261619959525002
365,50,0.2860714119611393
365,100,0.5303326703926864
365,200,0.5440062341309816
365,400,0.5442183243347908
365,800,0.8059660794936497
366,10,0.0057221617058404225
366,25,0.06095768060016491
366,50,0.07585012650285584
366,100,0.22237172566030095
366,200,0.23283989906025382
366,400,0.23985681747607845
366,800,0.3071337415836814
367,10,0.019759855475288468
367,25,0.04298860156354592
367,50,0.07203088638620699
367,100,0.08077696671558948
367,200,0.14525856180424876
367,400,0.15322567488919603
367,800,0.44407711464213245
368,10,0.03904908594984713
368,25,0.10947318540370111
368,50,0.24286458747110318
368,100,0.2670604606101995
368,200,0.2674769062644931
368,400,0.35433978891971973
368,800,0.4939519472378621
369,10,0.044087437450539536
369,25,0.18737044605122535
369,50,0.1883017515361711
369,100,0.25283136496464015
369,200,0.25711508950720224
369,400,0.30725873873790593
369,800,0.35761919211196225
370,10,0.029392257052977724
370,25,0.03058026596799535
370,50,0.04267570433749108
370,100,0.04307416862396745
370,200,0.10783633936663813
370,400,0.11135896333052106
370,800,0.2350584497385973
371,10,0.04701592306778845
371,25,0.05249394302621773
371,50,0.08256714151877663
371,100,0.10080546583604456
371,200,0.11152336443329237
371,400,0.13280391057948382
371,800,0.3279781917147563
372,10,0.039253684700477166
372,25,0.1904965420532458
372,50,0.33897183445974577
372,100,0.45859560862718013
372,200,0.6862407659455902
372,400,0.6990513947227537
372,800,0.8466681423267742
373,10,0.10461537086104912
373,25,0.15821738906983615
373,50,0.1718558639784676
373,100,0.17760926451520692
373,200,0.20053500678192815
373,400,0.34505730401095946
373,800,0.36269183640009545
374,10,0.04207018612973908
374,25,0.11519724981210791
374,50,0.11673553975749286
374,100,0.1934915905768244
374,200,0.24426813961295119
374,400,0.38336842523589965
374,800,0.6051397795918636
375,10,0.21622487811183008
375,25,0.28345655305715883
375,50,0.2960912324749044
375,100,0.33732879786923126
375,200,0.3657892595496028
375,400,0.36899968618338624
375,800,0.4402537543109059
376,10,5.221902868232156e-4
376,25,0.0523928849623494
376,50,0.058491940771322706
376,100,0.07109640433063828
376,200,0.1299952474524007
376,400,0.49902968429748645
376,800,0.651417454981013
377,10,0.16379145414194998
377,25,0.25927270419456894
377,50,0.3074896272187737
377,100,0.31342531546296004
377,200,0.6221359484091761
377,400,0.6887946811387085
377,800,0.7236432291567748
378,10,0.2201451421378542
378,25,0.48140474463922456
378,50,0.49637340782776923
378,100,0.6108121621207225
378,200,0.6794727779817885
378,400,0.8894433847255935
378,800,0.9469424896974776
379,10,0.0290178140271572
379,25,0.06888708640662274
379,50,0.07231890687978633
379,100,0.29223328562434553
379,200,0.3008286216393491
379,400,0.4225793087372058
379,800,0.6016552490586001
380,10,0.006760242259128553
380,25,0.041626128972489705
380,50,0.04762352139217505
380,100,0.2011856380159696
380,200,0.23201026999104202
380,400,0.2363333912078917
380,800,0.34197041602121236
381,10,0.04176911708758417
381,25,0.04200285071830168
381,50,0.15563780805398922
381,100,0.18406953139401847
381,200,0.20203347903708757
381,400,0.42835901882924
381,800,0.7143412784432486
382,10,0.08379794266956518
382,25,0.21639250586974776
382,50,0.2582156999637194
382,100,0.3574803508751206
382,200,0.7413687367382485
382,400,0.7851233507700225
382,800,0.8232525506502701
383,10,0.14279683375286534
383,25,0.1779173410239086
383,50,0.4628702392173893
383,100,0.5466764673943036
383,200,0.5491834402625466
383,400,0.705132634266543
383,800,0.7361808544755928
384,10,0.17437119945468632
384,25,0.29256407328154377
384,50,0.29911322403547547
384,100,0.42694143624584546
384,200,0.5721451313413135
384,400,0.5862877275719793
384,800,0.7421536043116486
385,10,0.09887777240935625
385,25,0.17474845856375662
385,50,0.19316439023055304
385,100,0.2089371017295245
385,200,0.8821679384078057
385,400,0.9147466250527847
385,800,0.9672644659400688
386,10,0.01636539696989683
386,25,0.15558150646043464
386,50,0.20720129165681495
386,100,0.3775612746173486
386,200,0.5141361760073961
386,400,0.5739114819794179
386,800,0.627100915177298
387,10,0.08246079466634765
387,25,0.11568734582963842
387,50,0.15266162771573027
387,100,0.15927818114219774
387,200,0.22856798214603866
387,400,0.23788210399767742
387,800,0.38972495027351367
388,10,0.0067835620469238475
388,25,0.09931097642638964
388,50,0.10403485894915165
388,100,0.10853325141554236
388,200,0.12386305753833729
388,400,0.20419426227902412
388,800,0.21486526135749826
389,10,0.08679539914226848
389,25,0.09865900805824486
389,50,0.13224504541323093
389,100,0.19562529439228943
389,200,0.24693874761640525
389,400,0.35604938489123716
389,800,0.7183780028144919
390,10,0.0012773778620479815
390,25,0.045506912943661375
390,50,0.07646332811136779
390,100,0.07989225071489751
390,200,0.18308872437437146
390,400,0.21029479304791196
390,800,0.5505412581624909
391,10,0.01910975518594657
391,25,0.031553921545514244
391,50,0.06503550087259669
391,100,0.08535639537677833
391,200,0.08866905763253141
391,400,0.12367210807152088
391,800,0.1849972072541553
392,10,0.28711490195992107
392,25,0.3106757725823744
392,50,0.36472071558328756
392,100,0.4053399050666371
392,200,0.6403059345257859
392,400,0.8215350030123642
392,800,0.9455513280715063
393,10,9.2488268227282e-4
393,25,0.0745171380859731
393,50,0.18651202098820832
393,100,0.19033540337345559
393,200,0.21918475512387667
393,400,0.2394041421435171
393,800,0.4083815543368271
394,10,0.2525196848997731
394,25,0.37783853755180347
394,50,0.51751687842218
394,100,0.7160187706602557
394,200,0.7749025065574718
394,400,0.7775655196281097
394,800,0.9243955059136965
395,10,0.030216038339609397
395,25,0.04800152938499618
395,50,0.08388259263160201
395,100,0.08990903371229658
395,200,0.14373278636656922
395,400,0.16819180985758037
395,800,0.21245097440713617
396,10,0.13250165776651648
396,25,0.2824461620907122
396,50,0.4890875524682618
396,100,0.4999001072955387
396,200,0.5620999221248255
396,400,0.5845130259956623
396,800,0.5919958359831673
397,10,0.018336618550082735
397,25,0.0922389217202285
397,50,0.11890180254140066
397,100,0.32574771838096206
397,200,0.3380253135448114
397,400,0.5625352195658382
397,800,0.6198349265638299
398,10,0.030505880261636455
398,25,0.04448964952339449
398,50,0.060210287274591774
398,100,0.21852651020631197
398,200,0.23299761317815965
398,400,0.32736203660850294
398,800,0.3678333876348668
399,10,0.14787914091390938
399,25,0.2735111708291839
399,50,0.4297409247628066
399,100,0.6044978589365618
399,200,0.6100456524166133
399,400,0.6930178008452879
399,800,0.7428942430005261
400,10,0.09319673773184331
400,25,0.35666097997208895
400,50,0.38373745322227054
400,100,0.5750692183344339
400,200,0.6037552384649849
400,400,0.6463345907858548
400,800,0.7653349765525247
401,10,0.07031620345431527
401,25,0.07890366236783668
401,50,0.09143775404028294
401,100,0.11850589433743863
401,200,0.1224129915271593
